id,source,reason,text
f80cfc71-6b92-4b64-b7e3-b6406ba0351a,play_store,too_short,बढ़िया है
cad10c29-782b-4ecc-9e84-57f5929ca631,play_store,too_short,acha
30030669-955b-48a6-ba2a-7d0d1751f9c2,play_store,too_short,very nice
016e70da-74e0-4ffe-b613-42dae9e07cdc,play_store,too_short,𝓷𝓲𝓬𝓮
f5ead948-46cd-4cc3-adc1-ace94df05e8c,play_store,too_short,good
556090f0-2fd4-42fa-9927-22b224d886f2,play_store,too_short,shi he
22963768-8246-4f0f-ae55-cf49b94624d4,play_store,too_short,Good app
46e0e855-f087-4dc8-b068-bcaea85d3a45,play_store,too_short,nice 👍👍👍👍👍👍
83dffbc2-5053-4257-869d-af03d8d984ba,play_store,too_short,best
d2f62f2c-1e21-4bfb-bdf3-e51ef0063421,play_store,too_short,best
4d2eef5c-e82f-4bf7-a2ae-3659b5f67e5b,play_store,too_short,good
b038a3e2-cb51-4643-8df7-8638b6f343b4,play_store,too_short,जल्दी डिलीवरी होना
f5aac117-90e7-480f-bf9c-a46db9d67a75,play_store,too_short,good
55756bf7-53f8-48d6-802e-69239ecd385c,play_store,too_short,😡😡order late
a64f1408-6151-4065-a066-644de6278245,play_store,too_short,बहुत अच्छा ऐप है
9412cbda-6201-4f05-9c28-f4fd95aaa9bc,play_store,too_short,achha
792c9d3a-34c1-4019-9928-8a4c70ade0e1,play_store,too_short,good
a9f5eb61-406d-4b45-981c-3d97ffacb5dc,play_store,too_short,good to
80f5dbd1-2666-4232-9e0b-5c8507434605,play_store,too_short,🥰
213acb36-285e-4820-93c7-324ae80524fd,play_store,too_short,bahut acha
94729823-7a00-44cc-813e-70f6a1248613,play_store,too_short,वेरी नाइस
e28fc1bd-4777-434b-a62c-61f72f74c184,play_store,too_short,in time
f2c4b8f9-4dcf-47a1-847e-61200a2354a2,play_store,too_short,Nice
6e7d9494-f263-41b4-b281-3c851d6ce429,play_store,too_short,slow
402c8899-128a-46d4-b064-04a687241c93,play_store,too_short,bahut ganda
a34fcfa5-16e5-45a8-ab58-8decb1760d8b,play_store,too_short,veri good
d8297fb1-b832-4c47-9e43-21e0c77bb790,play_store,too_short,good delivery
9f71cbf5-79f9-400e-ba60-1afa5ff116a8,play_store,too_short,bdiya job h
6a0f5643-6acc-4cd1-8b5c-e9448894b2b8,play_store,too_short,super
d8115892-013a-4a58-b413-2f5993ed6b25,play_store,too_short,good
7ac19350-37b0-4626-ba2f-682b34832d13,play_store,too_short,बहुत सुंदर
d6d47479-3783-4fd2-8f7a-e5a48c66222e,play_store,too_short,mast
f85e5b14-a108-489b-a78c-6f738f09285f,play_store,too_short,bahut achcha
e0492ac8-a075-4001-a178-b84408b0ac37,play_store,too_short,good
11e71027-febf-4b72-b86f-88047b85aab1,play_store,too_short,kesaa hai
8c328ab8-dcf8-4ac7-8c68-f213327efe0b,play_store,too_short,Good
93adea32-214a-4903-b589-a941d5656acd,play_store,too_short,👍🏻 good
53d2a89c-e66f-4e49-ba4e-dc674e8a72eb,play_store,too_short,very nice
4b799a99-1c33-4cd6-b254-91c32c9c6e29,play_store,too_short,good
ec29c3fb-aeea-4497-9505-2f642619eade,play_store,too_short,♥️👍
9b6c3e3e-3389-44ca-b1ee-d0bf7f25e850,play_store,too_short,good job
d33a89e1-ba87-4466-80c8-d3ddc687bb99,play_store,too_short,late delivery
c9e0ffba-b7a1-4e19-ac6a-0971a8c97d57,play_store,too_short,good💯
79e095e1-37d0-4028-8cd0-919793d82db6,play_store,too_short,mast app hai
as_14275412611,app_store,too_short,Extra money charged
7e429dcf-6515-4934-8a98-955296abc38e,play_store,too_short,nice
as_14276441541,app_store,too_short,Stop charging
as_14276550185,app_store,too_short,Nice app
368c20b0-02ef-4708-b0a0-dd6462a9358e,play_store,too_short,good service
as_14276836090,app_store,too_short,Does the favor
as_14277023487,app_store,too_short,Very goddd
as_14277222012,app_store,too_short,Great initiative
as_14277266018,app_store,too_short,Bad support agent
as_14277669057,app_store,too_short,Best
as_14278092724,app_store,too_short,True value
as_14278255452,app_store,too_short,Good service
as_14278433960,app_store,too_short,0
as_14278862682,app_store,too_short,Luvvvv uuu ❤️
as_14279013537,app_store,too_short,Nice
as_14279137389,app_store,too_short,Nice and convenient
4eb39903-ee72-4e4e-9345-003b91acbae7,play_store,too_short,good
d18ed49f-de0a-44c7-a492-e60d480dfd25,play_store,too_short,good
